116.050889,39.17869,116.063512,39.186046
116.303681,39.494621,116.316228,39.501838
116.310611,39.510083,116.323221,39.517194
116.418669,39.529709,116.431339,39.537155
115.738751,39.538111,115.751572,39.544932
115.802501,39.552333,115.815005,39.559758
115.847001,39.561501,115.859593,39.568209
115.953411,39.568371,115.965899,39.575245
116.442778,39.578333,116.455520,39.585368
115.947672,39.583194,115.960121,39.590160
116.270211,39.587621,116.282584,39.595151
115.733001,39.594001,115.745826,39.600820
115.963844,39.597614,115.976426,39.604390
116.022197,39.600589,116.034772,39.608122
115.790861,39.603536,115.803405,39.611027
116.328083,39.608722,116.340808,39.615676
116.051191,39.613581,116.063883,39.621119
115.855972,39.614444,115.868585,39.621139
116.302778,39.617083,116.315335,39.624349
116.298001,39.618901,116.310521,39.626245
116.045001,39.622101,116.057658,39.629707
115.668001,39.624501,115.680520,39.631915
116.0752,39.628481,116.088076,39.635652
116.799521,39.633911,116.812150,39.640825
116.776306,39.636472,116.788829,39.643807
116.071252,39.638141,116.084101,39.645372
115.920944,39.640639,115.933259,39.647980
116.295001,39.643701,116.307498,39.651096
116.367107,39.646451,116.379785,39.653874
115.822001,39.649401,115.834579,39.656543
116.659441,39.652991,116.671785,39.660167
115.927083,39.655322,115.939412,39.662613
116.630201,39.658441,116.642382,39.665826
115.881001,39.660601,115.893453,39.667559
116.409803,39.665022,116.422433,39.672640
116.155751,39.666867,116.168322,39.674532
115.914001,39.668701,115.926284,39.676056
116.386241,39.672431,116.398832,39.680132
116.524867,39.675833,116.537144,39.683258
116.502639,39.677751,116.514998,39.685234
116.398151,39.679271,116.410738,39.686995
116.303692,39.682169,116.316231,39.689420
115.862218,39.683724,115.874783,39.690442
116.317222,39.685556,116.329867,39.692603
116.488444,39.687139,116.500926,39.694457
116.038868,39.689016,116.051465,39.696653
116.102333,39.691778,116.115222,39.698843
115.985001,39.693201,115.997640,39.700057
116.295947,39.696107,116.308427,39.703485
116.568611,39.698501,116.580992,39.705207
116.079204,39.701017,116.092077,39.708137
115.977001,39.701901,115.989637,39.708684
116.058111,39.704611,116.070840,39.712058
116.813611,39.706222,116.826228,39.713019
116.472917,39.709444,116.485560,39.716541
116.326807,39.711622,116.339523,39.718594
116.353387,39.713551,116.366115,39.720717
116.473831,39.714501,116.486472,39.721612
116.340491,39.716331,116.353245,39.723328
116.046954,39.717024,116.059615,39.724622
116.157855,39.718384,116.170436,39.726050
